Codigo;NomeBarragem;NomeEmpreendedor;CpfCnpjFormatado;LatitudeFormatada;LongitudeFormatada;CoordenadaSIRGAFormatado;Municipio;UF;Minerio;Altura;VolumeAtualFormatado;MetodoConstrutivoFormatado;CategoriaRisco;DanoPotencial;GestaoOperacional;InseridaPNSBFormatada;SituacaoNivelEmergencial;SituacaoDeclaracaoCondicaoEstabilidade;SituacaoDeclaracaoCondicaoEstabilidadeRPSB;SituacaoDeclaracaoConformidadeOperacionalidade;SituacaoOperacionalFormatado;StatusEmbargo
9624;Barragem Jatobá;VALDEMIR CARLOS DE SOUZA;***;-16°18'10.180";-56°37'41.511";Sul do Equador;POCONÉ;MT;Aluvião Aurífero;12,00;923.322,43;2 - Alteamento a jusante;Baixo;Médio;A;Sim;Sem emergência;1º Campanha 2026 - Atestado; - ;-;Ativa;Desembargada
9840;Barragem Jauru;RIVER GOLD MINERACAO LTDA;36.617.291/0001-09;-15°39'08.660";-58°32'34.280";Sul do Equador;SÃO JOSÉ DOS QUATRO MARCOS;MT;Minério de Ouro Primário;2,00;25.620,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
10290;BARRAGEM JF ROST;J F Rost Martins;05.526.477/0001-29;-29°54'49.090";-50°28'39.440";Sul do Equador;SANTO ANTÔNIO DA PATRULHA;RS;-;9,00;17.920,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9806;Barragem JL;Marcus Vítor Nunes Lindote;***;-15°40'33.880";-56°21'56.860";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Minério de Ouro Primário;3,00;7.548,88;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9773;BARRAGEM JVR;JOAO ROBERTO CARDOSO;***;-15°32'02.460";-56°03'02.290";Sul do Equador;CUIABÁ;MT;Minério de Ouro Primário;20,75;326.784,00;5 - Alteamento por linha de centro;Médio;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Desembargada
8412;Barragem Lauro Muller;CARBONIFERA BELLUNO LTDA;83.163.576/0001-05;-28°24'34.600";-49°25'39.900";Sul do Equador;LAURO MÜLLER;SC;Carvão Mineral Camada Bonito;20,00;150.000,00;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Desembargada
9581;Barragem Lauro Muller - Bacia 4;CARBONIFERA BELLUNO LTDA;83.163.576/0001-05;-28°24'31.750";-49°25'42.520";Sul do Equador;LAURO MÜLLER;SC;Carvão Mineral Camada Bonito;20,00;15.000,00;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Em descaracterização (projeto/obras/monitoramento);Desembargada
9352;Barragem Mãe D'Água;GREEN METALS NOVA ERA SOLUCOES AMBIENTAIS S.A;16.530.219/0001-32;-19°36'06.170";-43°01'47.700";Sul do Equador;NOVA ERA;MG;Minério de Ferro;48,00;3.640.000,00;0 - Etapa única;Alto;Alto;C;Sim;Nível de Emergência 1;Extraordinária ou Exigência de Fiscalização - Atestado;Atestado;Campanha 2025 - Não Enviado;Inativa;Embargada
9651;Barragem Magrini;NORAIR NELSON DE SOUZA;***;-16°16'23.070";-56°41'46.380";Sul do Equador;POCONÉ;MT;Minério de Ouro Primário;10,91;172.869,61;5 - Alteamento por linha de centro;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
10336;BARRAGEM MANAH 1;APARECIDO FRANCISCO DA SILVA;***;-16°00'22.730";-56°20'08.660";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Aluvião Aurífero;18,50;520.300,00;10 - Desconhecido;Alto;Alto;B;Sim;Nível de Emergência 1;-; - ;-;Ativa;Embargada
8907;Barragem MCSA;MINERACAO CARAIBA S/A;42.509.257/0001-13;-09°50'08.630";-39°49'28.160";Sul do Equador;JAGUARARI;BA;Minério de Cobre;14,68;46.917.790,81;0 - Etapa única;Baixo;Médio;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Extraordinária ou Exigência de Fiscalização - Atestado;Ativa;Não Embargada
10245;Barragem Metago;DOMUS AUREA MINERACAO LTDA;29.541.600/0001-49;-14°35'09.650";-49°56'27.010";Sul do Equador;CRIXÁS;GO;Minério de Ouro Primário;14,00;375.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9212;Barragem Morro Pelado;BRASIL MINERIOS S/A;02.683.365/0001-93;-16°23'38.000";-50°23'01.200";Sul do Equador;SÃO LUÍS DE MONTES BELOS;GO;Vermiculita;12,00;774.316,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9252;Barragem Morro Pelado 2;BRASIL MINERIOS S/A;02.683.365/0001-93;-16°23'49.700";-50°23'00.300";Sul do Equador;SÃO LUÍS DE MONTES BELOS;GO;Vermiculita;14,80;891.354,00;2 - Alteamento a jusante;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9021;Barragem MRDM;MINERACAO RIACHO DOS MACHADOS LTDA.;08.832.667/0001-62;-16°03'16.560";-43°06'50.630";Sul do Equador;RIACHO DOS MACHADOS;MG;Minério de Ouro Primário;50,00;19.034.886,99;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Não Embargada
8291;Barragem MSG;MINERACAO SERRA GRANDE S A;42.445.403/0001-94;-14°33'40.200";-49°57'36.600";Sul do Equador;CRIXÁS;GO;Minério de Ouro Primário;92,00;17.100.619,79;10 - Alteamento a montante;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Em descaracterização (projeto/obras/monitoramento);Desembargada
10058;Barragem MSJ ;COOPERATIVA DE EXTRACAO MINERAL DE NOSSA SENHORA DO LIVRAMENTO;26.729.643/0001-64;-15°29'31.338";-55°56'20.832";Sul do Equador;CUIABÁ;MT;Minério de Ouro Primário;6,00;2.000,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9896;Barragem Novo Astro;COOPROBAND - COOPERATIVA DE PRODUTORES MINERAIS DE NOVA BANDEIRANTES;35.055.890/0001-13;-09°12'55.220";-58°17'30.150";Sul do Equador;NOVA BANDEIRANTES;MT;;0;0,00;Indefinido;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Em Construção;Não Embargada
9540;Barragem Oriente01;METALMIG MINERACAO INDUSTRIA E COMERCIO S/A;34.456.038/0001-95;-09°34'60.000";-62°23'46.000";Sul do Equador;MACHADINHO D'OESTE;RO;Aluvião Estanífero;6,00;90.000,00;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
8554;Barragem Paciência;MINERACAO SERRAS DO OESTE LIMITADA;28.917.748/0001-72;-20°12'37.637";-43°41'08.800";Sul do Equador;ITABIRITO;MG;Minério de Ouro Primário;34,00;1.409.000,00;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Em descaracterização (projeto/obras/monitoramento);Não Embargada
10342;Barragem PM1;PM1 MINERACAO LTDA;08.692.739/0001-13;-10°24'53.008";-58°27'02.270";Sul do Equador;JURUENA;MT;;0;0,00;Indefinido;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Em Construção;Não Embargada
9800;Barragem Quéias;EMICON MINERACAO E TERRAPLENAGEM LIMITADA;16.679.953/0001-68;-20°07'37.171";-44°18'57.999";Sul do Equador;BRUMADINHO;MG;-;15,00;75.000,00;5 - Alteamento por linha de centro;Alto;Alto;C;Sim;Nível de Emergência 1;Extraordinária ou Exigência de Fiscalização - Não Atestado;Não Enviado;Campanha 2025 - Não Enviado;Inativa;Embargada
10316;Barragem Rejeito Max 2;Maxcimiliano Mendes Nascimento;***;-15°53'29.930";-56°11'06.660";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;;0;0,00;Indefinido;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Em Construção;Não Embargada
9000;BARRAGEM REJEITOS;Extrativa Metalurgia S A;03.761.820/0001-94;-20°53'34.300";-46°42'19.000";Sul do Equador;FORTALEZA DE MINAS;MG;Minério de Níquel;46,80;3.250.000,00;10 - Alteamento a montante;Alto;Alto;C;Sim;Nível de Emergência 1;1º Campanha 2026 - Não Atestado;Não Enviado;Campanha 2025 - Não Atestado;Em descaracterização (projeto/obras/monitoramento);Embargada
8391;Barragem Rio Fiorita;CARBONIFERA BELLUNO LTDA;83.163.576/0001-05;-28°35'12.667";-49°26'35.575";Sul do Equador;SIDERÓPOLIS;SC;Carvão Mineral;10,00;527.420,00;0 - Etapa única;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Desembargada
8931;Barragem Salinas 1;SALINAS GOLD MINERACAO LTDA;03.212.955/0001-09;-16°10'59.700";-56°25'06.900";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Areia;10,00;586.320,24;2 - Alteamento a jusante;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
8504;Barragem Samambaia 0 (Zero);MINERACAO USIMINAS S.A.;12.056.613/0001-20;-20°10'22.518";-44°26'54.771";Sul do Equador;ITATIAIUÇU;MG;Minério de Ferro;46,00;9.568.000,00;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Em descaracterização (projeto/obras/monitoramento);Desembargada
10377;Barragem Sankara;T. N. MINERACOES LTDA;32.399.870/0001-71;-14°37'09.680";-59°44'32.220";Sul do Equador;NOVA LACERDA;MT;;0;0,00;Indefinido;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Em Construção;Não Embargada
8721;Barragem Santa Helena;COMPANHIA BRASILEIRA DE BENTONITA LTDA;04.885.978/0001-39;-14°48'40.373";-41°00'17.917";Sul do Equador;VITÓRIA DA CONQUISTA;BA;-;14,00;7.500,00;5 - Alteamento por linha de centro;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8732;Barragem Santa Rita;ATLANTIC NICKEL MINERACAO LTDA;74.127.010/0001-29;-14°11'20.792";-39°41'49.707";Sul do Equador;ITAGIBÁ;BA;Minério de Níquel;46,00;44.899.240,97;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Não Embargada
8433;Barragem Santo Antônio;KINROSS BRASIL MINERACAO S/A;20.346.524/0001-46;-17°08'46.800";-46°51'22.800";Sul do Equador;PARACATU;MG;Minério de Ouro Primário;104,00;372.435.809,00;5 - Alteamento por linha de centro;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Não Embargada
8829;BARRAGEM SÃO GERALDO;COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA;22.825.491/0001-42;-06°06'36.700";-52°16'31.000";Sul do Equador;SÃO FÉLIX DO XINGU;PA;Areia e Cascalho;3,00;5.250,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Desembargada
8830;BARRAGEM SAO GERALDO 02;COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA;22.825.491/0001-42;-06°04'32.800";-52°15'18.700";Sul do Equador;SÃO FÉLIX DO XINGU;PA;Areia e Cascalho;3,00;10.500,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Desembargada
8955;Barragem Serra Azul;ARCELORMITTAL BRASIL S.A.;17.469.701/0001-77;-20°08'15.300";-44°23'46.200";Sul do Equador;ITATIAIUÇU;MG;Minério de Ferro;80,10;4.500.373,48;10 - Alteamento a montante;Alto;Alto;B;Sim;Nível de Emergência 3;1º Campanha 2026 - Não Atestado;Não Atestado;Campanha 2025 - Atestado;Em descaracterização (projeto/obras/monitoramento);Embargada
9844;Barragem Serrinha;SERRINHA GOLDMINE LTDA;42.451.000/0001-58;-15°30'14.430";-56°01'14.430";Sul do Equador;CUIABÁ;MT;Minério de Ouro Primário;7,00;139.669,05;5 - Alteamento por linha de centro;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9660;BARRAGEM SERROTE;MINERACAO VALE VERDE DO BRASIL LTDA.;08.650.571/0001-83;-09°40'20.100";-36°46'23.700";Sul do Equador;CRAÍBAS;AL;Minério de Cobre;23,30;2.140.400,91;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Não Embargada
9186;Barragem Sul;VETRIA MINERACAO S.A.;10.228.340/0001-28;-19°12'19.900";-57°38'07.100";Sul do Equador;CORUMBÁ;MS;Minério de Ferro;25,00;1.100.000,00;10 - Alteamento a montante;Baixo;Alto;B;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Extraordinária ou Exigência de Fiscalização - Atestado;Em descaracterização (projeto/obras/monitoramento);Desembargada
8625;BARRAGEM SUL OU TANQUE VELHO;MINERACAO TABIPORA LTDA;79.066.841/0001-51;-25°22'13.821";-49°41'27.099";Sul do Equador;CAMPO LARGO;PR;Minério de Ouro Primário;25,00;234.790,34;5 - Alteamento por linha de centro;Baixo;Baixo;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;-;Ativa;Desembargada
9001;BARRAGEM T01;VALDINEI MAURO DE SOUZA;***;-16°17'26.700";-56°42'43.100";Sul do Equador;POCONÉ;MT;Minério de Ouro Primário;38,00;1.764.869,33;5 - Alteamento por linha de centro;Médio;Médio;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;-;Ativa;Não Embargada
9022;BARRAGEM T02;Euler Oliveira Coelho;***;-15°33'52.030";-55°49'18.420";Sul do Equador;CUIABÁ;MT;Minério de Ouro Primário;23,00;4.365.799,35;5 - Alteamento por linha de centro;Médio;Médio;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;-;Ativa;Não Embargada
9023;BARRAGEM T03;MINERBRAS MINERACAO LTDA;14.762.164/0001-60;-15°50'19.980";-56°11'10.460";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Minério de Ouro Primário;18,00;3.378.683,26;2 - Alteamento a jusante;Médio;Baixo;B;Sim;Sem emergência;Extraordinária ou Exigência de Fiscalização - Atestado;Atestado;-;Ativa;Desembargada
9246;Barragem T04;VALDINEI MAURO DE SOUZA;***;-15°33'30.000";-55°48'10.460";Sul do Equador;CUIABÁ;MT;Rocha Aurífera;11,00;328.499,72;5 - Alteamento por linha de centro;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
9426;Barragem T05;A. C. ZARANELLA LTDA;53.501.579/0001-32;-16°17'52.240";-56°42'42.110";Sul do Equador;POCONÉ;MT;Minério de Ouro Primário;13,49;483.417,27;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Embargada
9427;Barragem T06;VALDINEI MAURO DE SOUZA;***;-16°18'00.590";-56°43'58.620";Sul do Equador;POCONÉ;MT;Minério de Ouro Primário;5,45;64.112,61;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
9662;Barragem T08;SALINAS GOLD MINERACAO LTDA;03.212.955/0001-09;-16°09'47.960";-56°24'57.190";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Minério de Ouro Primário;11,00;1.045.874,23;2 - Alteamento a jusante;Médio;Médio;B;Sim;Sem emergência;1º Campanha 2026 - Atestado; - ;-;Ativa;Não Embargada
9663;Barragem T09;SALINAS GOLD MINERACAO LTDA;03.212.955/0001-09;-16°09'57.130";-56°25'28.230";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Minério de Ouro Primário;11,00;552.960,95;2 - Alteamento a jusante;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8831;BARRAGEM TABOQUINHA;COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA;22.825.491/0001-42;-09°31'24.000";-62°54'21.200";Sul do Equador;CUJUBIM;RO;Areia e Cascalho;4,50;7.500,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Desembargada
8832;BARRAGEM TARILÂNDIA 01;COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA;22.825.491/0001-42;-10°49'19.200";-62°50'02.200";Sul do Equador;JARU;RO;Argila;3,00;31.250,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Desembargada
9783;Barragem TB ;COOPERATIVA DE EXTRACAO MINERAL DE NOSSA SENHORA DO LIVRAMENTO;26.729.643/0001-64;-15°30'38.230";-56°02'51.970";Sul do Equador;CUIABÁ;MT;;0;0,00;Indefinido;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Em Construção;Não Embargada
9559;Barragem TB02;VM MINERACAO LTDA;03.121.422/0001-03;-15°57'37.670";-56°28'41.780";Sul do Equador;NOSSA SENHORA DO LIVRAMENTO;MT;Minério de Ouro Primário;20,00;1.186.096,22;2 - Alteamento a jusante;Baixo;Médio;B;Sim;Sem emergência;1º Campanha 2026 - Atestado; - ;-;Ativa;Não Embargada
10194;Barragem Tocantinzinho;BRAZAURO RECURSOS MINERAIS LTDA.;05.943.917/0001-43;-06°04'04.560";-56°17'11.390";Sul do Equador;ITAITUBA;PA;Minério de Ouro Secundário;23,50;8.310.346,74;2 - Alteamento a jusante;Baixo;Alto;B;Sim;Sem emergência;1º Campanha 2026 - Atestado; - ;-;Ativa;Não Embargada
9687;Barragem Torio 01;TORIO BRASIL MINERACAO LTDA;07.240.707/0001-14;-09°31'23.270";-56°29'11.955";Sul do Equador;PARANAÍTA;MT;Minério de Ouro Primário;10,00;65.458,90;0 - Etapa única;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9474;Barragem Torto;VALE S.A.;33.592.510/0001-54;-19°51'04.850";-43°24'49.570";Sul do Equador;BARÃO DE COCAIS;MG;Minério de Ferro;51,44;9.373.213,62;0 - Etapa única;Baixo;Alto;B;Sim;Sem emergência;1º Campanha 2026 - Atestado; - ;Extraordinária ou Exigência de Fiscalização - Atestado;Ativa;Não Embargada
8835;BARRAGEM URUPA 01;COOPERATIVA MINERADORA DOS GARIMPEIROS DE ARIQUEMES - COOMIGA;22.825.491/0001-42;-11°08'07.500";-62°26'15.100";Sul do Equador;URUPÁ;RO;Argila;3,00;31.250,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Desembargada
8337;BARRAGEM USINA BENEFICIAMENTO ESPONGILITO - IVA;MAGNESITA MINERACAO S.A.;00.592.603/0001-20;-19°24'39.269";-47°57'25.648";Sul do Equador;UBERABA;MG;Argila;2,00;4.300,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8338;BARRAGEM USINA BENEFICIAMENTO ESPONGILITO - IVB;MAGNESITA MINERACAO S.A.;00.592.603/0001-20;-19°24'40.873";-47°57'27.817";Sul do Equador;UBERABA;MG;Argila;2,00;4.600,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8350;BARRAGEM USINA BENEFICIAMENTO L7 - IIA;MAGNESITA MINERACAO S.A.;00.592.603/0001-20;-19°24'36.580";-47°57'17.867";Sul do Equador;UBERABA;MG;Argila Refratária;2,00;7.100,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8351;BARRAGEM USINA BENEFICIAMENTO L8 - IIIA;MAGNESITA MINERACAO S.A.;00.592.603/0001-20;-19°24'41.235";-47°57'23.791";Sul do Equador;UBERABA;MG;Argila Refratária;2,00;4.900,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8352;BARRAGEM USINA BENEFICIAMENTO L8 - IIIB;MAGNESITA MINERACAO S.A.;00.592.603/0001-20;-19°24'34.100";-47°57'20.460";Sul do Equador;UBERABA;MG;Argila Refratária;2,00;3.900,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9187;BARRAGEM USINA/CIP - LAGO 1 E 2;SANTA LUZ DESENVOLVIMENTO MINERAL LTDA;22.103.965/0001-42;-11°26'58.800";-39°05'22.800";Sul do Equador;BARROCAS;BA;Rocha Aurífera;24,00;12.344.938,00;10 - Alteamento a montante;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Desembargada
9188;BARRAGEM USINA/CIP - LAGO 3;SANTA LUZ DESENVOLVIMENTO MINERAL LTDA;22.103.965/0001-42;-11°26'49.682";-39°04'16.305";Sul do Equador;BARROCAS;BA;Rocha Aurífera;11,17;4.910.295,00;10 - Alteamento a montante;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Em descaracterização (projeto/obras/monitoramento);Desembargada
9189;BARRAGEM USINA/CIP - LAGO 4;SANTA LUZ DESENVOLVIMENTO MINERAL LTDA;22.103.965/0001-42;-11°26'53.000";-39°05'53.000";Sul do Equador;BARROCAS;BA;Rocha Aurífera;40,50;4.719.023,10;2 - Alteamento a jusante;Baixo;Alto;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Ativa;Não Embargada
10320;Barragem VERA;Sandro de França;***;-16°02'16.340";-56°32'27.730";Sul do Equador;POCONÉ;MT;Areia;2,00;110.000,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
10321;Barragem XAVIER;FRANCISCO XAVIER DA SILVA;***;-16°14'47.650";-56°39'23.880";Sul do Equador;POCONÉ;MT;Areia;5,00;103.000,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Inativa;Não Embargada
10014;Barragem_Valdenir2;CLAUDIO HENRIQUE TEODORO DE ALMEIDA;***;-15°37'16.850";-56°16'36.450";Sul do Equador;VÁRZEA GRANDE;MT;Areia;8,00;1.250.000,00;Indefinido;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
10543;BARRAGEM01;ZEUS MINERACAO LTDA;73.956.088/0001-93;-13°37'41.469";-47°47'09.837";Sul do Equador;CAVALCANTE;GO;Minério de Manganês;8,00;19.455,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
10544;BARRAGEM02;ZEUS MINERACAO LTDA;73.956.088/0001-93;-13°37'38.870";-47°47'11.432";Sul do Equador;CAVALCANTE;GO;Minério de Manganês;6,00;1.437,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
10555;BARRAGEM03;ANDERSON DE ALMEIDA OLIVEIRA;***;-13°37'43.170";-47°47'11.380";Sul do Equador;CAVALCANTE;GO;Minério de Manganês;3,00;1.475,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Em descaracterização (projeto/obras/monitoramento);Não Embargada
8540;Barramento 1 ;MINERADORA PEDRIX LTDA;01.290.096/0001-32;-23°23'35.060";-46°46'30.100";Sul do Equador;CAIEIRAS;SP;-;4,00;56.000,00;0 - Etapa única;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8547;Barrragem do Vené;MINERACAO AURIZONA S/A;42.422.048/0001-38;-01°18'04.800";-45°45'40.700";Sul do Equador;GODOFREDO VIANA;MA;Minério de Ouro Primário;38,00;17.500.000,00;5 - Alteamento por linha de centro;Alto;Alto;A;Sim;Nível de Emergência 1;1º Campanha 2026 - Atestado;Atestado;Campanha 2025 - Atestado;Em descaracterização (projeto/obras/monitoramento);Embargada
10308;Beariz;EXTRACAO DE MINERIO BEARIZ LTDA;18.460.953/0001-06;-15°24'52.170";-59°20'45.570";Sul do Equador;PONTES E LACERDA;MT;;0;0,00;Indefinido;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Em Construção;Não Embargada
10508;Beariz 2;EXTRACAO DE MINERIO BEARIZ LTDA;18.460.953/0001-06;-15°25'07.890";-59°20'50.610";Sul do Equador;PONTES E LACERDA;MT;Minério de Ouro Secundário;11,70;44.394,33;2 - Alteamento a jusante;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
9277;Belíssima;COOPERATIVA DOS GARIMPEIROS DE SANTA CRUZ - COOPERSANTA;34.726.547/0001-90;-09°47'34.047";-63°33'34.869";Sul do Equador;ARIQUEMES;RO;Minério de Estanho Secundário;4,50;964.820,00;0 - Etapa única;Alto;Médio;B;Sim;Nível de Emergência 1;1º Campanha 2026 - Não Atestado;Atestado;-;Em descaracterização (projeto/obras/monitoramento);Embargada
9551;Berion;COOPERATIVA DE MINERACAO DOS GARIMPEIROS DE PONTES E LACERDA - COMPEL;25.252.467/0001-50;-15°07'55.960";-59°22'17.140";Sul do Equador;PONTES E LACERDA;MT;Minério de Ouro Secundário;-11,00;529.650,00;0 - Etapa única;Médio;Médio;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;-;Inativa;Desembargada
9921;BIG BERION;COOPERATIVA DE MINERACAO DOS GARIMPEIROS DE PONTES E LACERDA - COMPEL;25.252.467/0001-50;-15°07'47.724";-59°22'05.795";Sul do Equador;PONTES E LACERDA;MT;Minério de Ouro Primário;13,50;534.059,00;5 - Alteamento por linha de centro;Médio;Médio;A;Sim;Sem emergência;1º Campanha 2026 - Atestado;Atestado;-;Ativa;Não Embargada
9240;Boa Sorte;EMPRESA MINERADORA BOA SORTE LTDA;45.599.032/0001-93;-23°24'43.000";-46°12'42.800";Sul do Equador;MOGI DAS CRUZES;SP;-;3,00;365.000,00;2 - Alteamento a jusante;Médio;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
8459;BOM PASTOR;SIDNEI RAFAEL DE SOUZA;***;-16°05'54.110";-56°34'06.880";Sul do Equador;POCONÉ;MT;Areia;14,00;660.000,00;2 - Alteamento a jusante;Baixo;Baixo;N/A;Não;Sem emergência;-; - ;-;Ativa;Não Embargada
